재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_AssetsAbstract,자산 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_CurrentAssets,유동자산,"31,294,724,197","65,271,780,626","50,516,392,981"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,현금및현금성자산,"5,895,564,399","17,730,519,850","16,423,119,618"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_OtherCurrentFinancialAssets,금융자산,"24,244,617,180","27,030,000,000","12,030,000,000"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"696,906,483","17,929,953,584","18,753,982,186"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,당기법인세자산,"118,759,657",,"10,514,970"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,dart_OtherCurrentAssets,기타자산,"338,876,478","1,484,460,692","3,298,776,207"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_Inventories,재고자산,,"1,096,846,500",
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_NoncurrentAssets,비유동자산,"48,300,233,405","49,710,148,598","47,945,026,889"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-12-31,사업보고서,KRW,ifrs-full_OtherNoncurrentFinancialAssets,비유동금융자산,"301,717,415","372,462,604","343,593,590"
