재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동 현금흐름,"6,411,000,010","1,995,928,470","16,926,863,364"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932617201647_CashFlowsFromUsedInOperatingActivities,영업으로부터 창출된 현금흐름,"6,013,243,840","4,656,588,444","18,213,374,940"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932617591885_udf_CF_201932617201647_CashFlowsFromUsedInOperatingActivities,당기순이익(손실),"-1,655,832,934","4,486,045,974","10,435,974,297"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326175932998_udf_CF_201932617201647_CashFlowsFromUsedInOperatingActivities,수익ㆍ비용의 조정,"3,393,898,923","1,695,488,761","5,674,554,385"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618118845_udf_CF_201932617201647_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 자산ㆍ부채의 변동,"4,275,177,851","-1,524,946,291","2,102,846,258"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_InterestReceivedClassifiedAsOperatingActivities,이자의 수취,"587,000,597","326,546,564","224,772,200"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,법인세의 납부,"189,244,427","2,987,206,538","1,511,283,776"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동 현금흐름,"-18,830,401,098","-3,225,551,087","-7,031,947,769"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618228372_CashFlowsFromUsedInInvestingActivities,투자활동으로인한 현금유입액,"11,147,815,486","19,256,364","6,254,863,763"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326182474_udf_CF_201932618228372_CashFlowsFromUsedInInvestingActivities,단기대여금의 감소,"30,000,000",,"176,000,000"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_20193261832412_udf_CF_201932618228372_CashFlowsFromUsedInInvestingActivities,금융자산의 감소,"11,110,815,486",,"6,078,703,763"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618945909_udf_CF_201932618228372_CashFlowsFromUsedInInvestingActivities,유형자산의 처분,"7,000,000","146,364","160,000"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618123691_udf_CF_201932618228372_CashFlowsFromUsedInInvestingActivities,정부보조금의 증가,,"19,110,000",
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,투자활동으로인한 현금유출액,"29,978,216,584","3,244,807,451","13,286,811,532"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326181615486_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,단기대여금의 증가,"391,244,825",,
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326181637566_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,금융자산의 증가,"25,961,247,843","522,318,826","11,529,950,727"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326181652181_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,유형자산의 취득,"509,189,544","568,731,373","562,510,805"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326181841468_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,무형자산의 취득,"3,116,534,372","1,978,386,789","1,194,350,000"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326181925468_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,관계기업투자주식의 취득,,"30,181,200",
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326181947563_udf_CF_201932618155795_CashFlowsFromUsedInInvestingActivities,종속기업취득으로 인한 순현금유출,,"145,189,263",
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동 현금흐름,"13,728,227,163","-3,124,200,817","-7,320,556,643"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618269972_CashFlowsFromUsedInFinancingActivities,재무활동으로인한 현금유입액,"20,079,347,000","18,317,212,393","1,853,600,000"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618262221_udf_CF_201932618269972_CashFlowsFromUsedInFinancingActivities,자기주식의 처분,"5,154,825,001",,"1,853,600,000"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2020318105229521_udf_CF_201932618269972_CashFlowsFromUsedInFinancingActivities,유상증자,"14,924,521,999",,
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326182633108_udf_CF_201932618269972_CashFlowsFromUsedInFinancingActivities,단기차입금의 증가,,"18,317,212,393",
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,재무활동으로인한 현금유출액,"6,351,119,837","21,441,413,210","9,174,156,643"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326183050168_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,단기차입금의 상환,"4,216,800,000","424,412,393",
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326183029385_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,유동성장기부채의 상환,,"19,833,333,350","7,999,999,992"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932618314216_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,장기차입금의 상환,,"604,633,773",
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326183126112_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,자기주식의 취득,,,"480,000,000"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_2019326183150288_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,이자의 지급,"455,975,137","579,033,694","694,156,651"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_202031810533192_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,배당금의 지급,"1,382,190,500",,
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_202031810542861_udf_CF_2019326183015689_CashFlowsFromUsedInFinancingActivities,리스부채의 지급,"296,154,200",,
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의 순증감,"1,308,826,075","-4,353,823,434","2,574,358,952"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초 현금및현금성자산,"16,423,119,618","20,775,528,787","18,200,684,984"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_CF_201932212268111_StatementOfCashFlowsAbstract,현금및현금성자산의 환율변동효과,"-1,425,843","1,414,265","484,851"
"현금흐름표, 간접법 - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CashAndCashEquivalentsAtEndOfPeriodCf,당기말 현금및현금성자산,"17,730,519,850","16,423,119,618","20,775,528,787"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,"16,603,138,503","68,665,388,030","2,996,921,769"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_CF_20188310598995_CashFlowsFromUsedInOperatingActivities,영업으로부터 창출된 현금흐름,"28,354,845,282","75,882,958,722","13,564,572,894"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_InterestReceivedClassifiedAsOperatingActivities,이자의 수취,"182,471,892","293,187,189","207,616,733"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_InterestPaidClassifiedAsOperatingActivities,이자의 지급,"5,805,587,011","6,740,839,263","6,276,015,465"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,법인세의 납부,"6,128,591,660","769,918,618","4,499,252,393"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동으로 인한 현금흐름,"-6,118,794,583","-4,082,841,994","-860,980,492"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ProceedsFromSalesOfShortTermFinancialInstruments,단기금융상품의 감소,0,"11,704,608","289,408,113"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ProceedsFromSalesOfShortTermLoansAndReceivables,단기대여금의 회수,"60,382,340","129,305,460","63,854,850"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_DecreaseInLoans,장기대여금의 회수,0,"30,000,000","17,727,300"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ProceedsFromSalesOfAvailableForSaleFinancialAssets,기타포괄손익-공정가치 측정 금융자산의 처분,"211,963","27,076,729",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_DecreaseInGuaranteeDeposits,보증금의 감소,"341,345,284","509,786,342","2,021,857,700"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,선급금의 감소,"1,565,340,000",0,0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,국고보조금의 수령,"2,600,000",0,"3,636,364"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,"40,856,741","129,739,262","103,233,426"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 처분,0,0,"548,700,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_PurchaseOfShortTermLoansAndReceivables,단기대여금의 증가,"412,000","85,283,500",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_IncreaseInLoans,장기대여금의 증가,"70,000,000","60,000,000","20,000,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_CF_20193281536986_CashFlowsFromUsedInInvestingActivities,당기손익-공정가치 측정 금융자산의 취득,"330,000,000","240,000,000",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_CF_20188314266362_CashFlowsFromUsedInInvestingActivities,기타포괄손익-공정가치 측정 금융자산의 취득,"220,000","4,035,000",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_IncreaseInGuaranteeDeposits,보증금의 증가,"83,177,952","758,453,163","2,446,495,035"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,선급금의 증가,0,"1,565,340,000",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,"325,598,150","350,128,804","825,707,210"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,"7,320,122,809","1,857,213,928","608,151,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_PurchaseOfAvailableForSaleFinancialAssets,매도가능금융자산의 취득,0,0,"9,045,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금흐름,"-3,937,917,908","-71,771,609,926","11,340,888,615"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ProceedsFromShortTermBorrowings,단기차입금의 차입,"3,002,885,898",0,"23,000,000,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ProceedsFromLongTermBorrowings,장기차입금의 차입,"110,000,000,000","94,000,000,000","110,000,000,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_DispositionOfTreasuryShares,자기주식의 처분,0,"1,467,800,000",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,"2,994,236,524","18,000,000,000",0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_RepaymentsOfLongTermBorrowings,유동성장기차입금의 상환,"105,398,718,750","142,708,899,526","116,482,824,185"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,유동성리스부채의 상환,"1,957,338,132",0,0
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_AcquisitionOfTreasuryShares,자기주식의 취득,0,0,"283,341,200"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금의 지급,"6,590,510,400","6,530,510,400","4,892,946,000"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,환율변동효과 반영전 현금및현금성자산의 순증가(감소),"6,546,426,012","-7,189,063,890","13,476,829,892"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,"19,322,571","-2,250,340","-7,749,027"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),"6,565,748,583","-7,191,314,230","13,469,080,865"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산,"11,281,592,705","18,472,906,935","5,003,826,070"
"현금흐름표, 간접법 - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말의 현금및현금성자산,"17,847,341,288","11,281,592,705","18,472,906,935"
